acType,acClass,EngNumb-FAAWeightClass,ICAO WTC,RECAT 1.5 Wake Category,SRS,LAHSO,NumbEngines,EngType,WTClass
C55B,Fixed-wing,2J/S+,Light,F,III,,2,J,S+
C560,Fixed-wing,2J/S+,Medium,F,III,8,2,J,S+
C56X,Fixed-wing,2J/S+,Medium,F,III,7,2,J,S+
C5M,Fixed-wing,4J/H,Heavy,B,III,,4,J,H
C650,Fixed-wing,2J/S+,Medium,F,III,8,2,J,S+
C680,Fixed-wing,2J/S+,Medium,F,III,6,2,J,S+
C68A,Fixed-wing,2J/S+,Medium,F,III,,2,J,S+
C72R,Fixed-wing,1P/S,Light,F,I,1,1,P,S
C750,Fixed-wing,2J/S+,Medium,F,III,9,2,J,S+
C77R,Fixed-wing,1P/S,Light,F,I,2,1,P,S
C82,Fixed-wing,2P/L,Medium,D,III,,2,P,L
C82R,Fixed-wing,1P/S,Light,F,I,2,1,P,S
C82S,Fixed-wing,1P/S,Light,F,I,,1,P,S
C82T,Fixed-wing,1P/S,Light,F,I,,1,P,S
C97,Fixed-wing,4P/L,Medium,D,III,,4,P,L
CA12,Fixed-wing,1T/S,Light,F,I,,1,T,S
CA19,Fixed-wing,1P/S,Light,F,I,,1,P,S
CA1P,Fixed-wing,1P/S,Light,F,I,,1,P,S
CA1T,Fixed-wing,1T/S,Light,F,I,,1,T,S
CA25,Fixed-wing,1P/S,Light,F,I,,1,P,S
CA3,Fixed-wing,1P/S,Light,F,I,,1,P,S
CA4,Fixed-wing,1P/S,Light,F,I,,1,P,S
CA41,Fixed-wing,1P/S,Light,F,I,,1,P,S
CA6,Fixed-wing,1P/S,Light,F,I,,1,P,S
CA61,Fixed-wing,1P/S,Light,F,I,,1,P,S
CA65,Fixed-wing,1P/S,Light,F,I,,1,P,S
CA7P,Fixed-wing,1P/S,Light,F,I,,1,P,S
CA7T,Fixed-wing,1T/S,Light,F,I,,1,T,S
CA8,Fixed-wing,1T/S,Light,F,I,,1,T,S
CA9,Fixed-wing,1T/S,Light,F,I,,1,T,S
CABI,Fixed-wing,1T/S,Light,F,I,,1,T,S
CABN,Fixed-wing,1P/S,Light,F,I,,1,P,S
CAD2,Fixed-wing,1P/S,Light,F,I,,1,P,S
CAD4,Fixed-wing,1P/S,Light,F,I,,1,P,S
CAJ,Fixed-wing,1J/S,Light,F,III,,1,J,S
CAML,Fixed-wing,1P/S,Light,F,I,,1,P,S
CAMP,Fixed-wing,1P/S,Light,F,I,,1,P,S
CAN4,Fixed-wing,1P/S,Light,F,I,,1,P,S
CAPL,Fixed-wing,1P/S,Light,F,I,,1,P,S
CAR,Fixed-wing,1P/S,Light,F,I,,1,P,S
CARV,Fixed-wing,4P/L,Medium,D,III,,4,P,L
CASS,Fixed-wing,1P/S,Light,F,I,,1,P,S
CAT,@Fixed-wing,2P/S+,Medium,F,III,7,2,P,S+
CAT1,Fixed-wing,1P/S,Light,F,I,,1,P,S
CAT2,Fixed-wing,2P/S,Light,F,II,,2,P,S
CAW,Fixed-wing,1P/S,Light,F,I,,1,P,S
CB1,Fixed-wing,1P/S,Light,F,I,,1,P,S
CD2,@Fixed-wing,2T/S,Light,F,II,,2,T,S
CDC6,Fixed-wing,1P/S,Light,F,I,,1,P,S
CDUS,Gyrocopter,1P/S,Light,F,I,,1,P,S
CDW1,Fixed-wing,1P/S,Light,F,I,,1,P,S
CE15,$Fixed-wing,1P/S,Light,F,I,,1,P,S
CE22,@Fixed-wing,2P/S,Light,F,II,,2,P,S
CE23,@Fixed-wing,1P/S,Light,F,I,,1,P,S
CE25,@Fixed-wing,2P/S,Light,F,II,,2,P,S
CE27,@Fixed-wing,2P/S,Light,F,II,,2,P,S
CE43,Fixed-wing,1P/S,Light,F,I,,1,P,S
CEGL,Fixed-wing,1P/S,Light,F,I,,1,P,S
CELR,Fixed-wing,1P/S,Light,F,I,,1,P,S
CENT,Fixed-wing,1P/S,Light,F,I,,1,P,S
CFRE,@Fixed-wing,1P/S,Light,F,I,,1,P,S
CG3,Fixed-wing,1P/S,Light,F,I,,1,P,S
CGAN,$Fixed-wing,1P/S,Light,F,I,,1,P,S
CH1,Fixed-wing,1T/S,Light,F,I,,1,T,S
CH10,Fixed-wing,1P/S,Light,F,I,,1,P,S
CH12,Helicopter,1P/S,Light,F,I,,1,P,S
CH14,Helicopter,1T/S,Light,F,I,,1,T,S
CH15,Fixed-wing,1P/S,Light,F,I,,1,P,S
CH18,Fixed-wing,1P/S,Light,F,I,,1,P,S
CH20,Fixed-wing,1P/S,Light,F,I,,1,P,S
CH25,Fixed-wing,1P/S,Light,F,I,,1,P,S
CH2T,Fixed-wing,1P/S,Light,F,I,,1,P,S
CH30,Fixed-wing,1P/S,Light,F,I,,1,P,S
CH40,Fixed-wing,2P/S,Light,F,II,,2,P,S
CH50,Fixed-wing,1P/S,Light,F,I,,1,P,S
CH60,Fixed-wing,1P/S,Light,F,I,,1,P,S
CH62,Fixed-wing,2P/S,Light,F,II,,2,P,S
CH64,Fixed-wing,1P/S,Light,F,I,,1,P,S
CH65,Fixed-wing,1P/S,Light,F,I,,1,P,S
CH7,Helicopter,1P/S,Light,F,I,,1,P,S
CH70,Fixed-wing,1P/S,Light,F,I,,1,P,S
CH75,Fixed-wing,1P/S,Light,F,I,,1,P,S
CH7A,Fixed-wing,1P/S,Light,F,I,1,1,P,S
CH7B,Fixed-wing,1P/S,Light,F,I,1,1,P,S
CH80,Fixed-wing,1P/S,Light,F,I,,1,P,S
CHAN,Fixed-wing,1P/S,Light,F,I,,1,P,S
CHCS,Fixed-wing,1P/S,Light,F,I,,1,P,S
CHGO,Fixed-wing,1P/S,Light,F,I,,1,P,S
CHIC,Fixed-wing,1P/S,Light,F,I,,1,P,S
CHIF,Helicopter,1P/S,Light,F,I,,1,P,S
CHIN,Fixed-wing,1P/S,Light,F,I,,1,P,S
CHIP,Fixed-wing,1P/S,Light,F,I,,1,P,S
CHR1,Fixed-wing,1P/S,Light,F,I,,1,P,S
CHR4,Fixed-wing,1P/S,Light,F,I,,1,P,S
CHSY,Gyrocopter,1P/S,Light,F,I,,1,P,S
CICA,Fixed-wing,2P/S,Light,F,II,,2,P,S
CJ1,Fixed-wing,1P/S,Light,F,I,,1,P,S
CJ6,Fixed-wing,1P/S,Light,F,I,,1,P,S
CKUO*,Fixed-wing,2J/S+,Medium,F,III,,2,J,S+
CL2P,@Fixed-wing,2P/L,Medium,D,III,,2,P,L
CL2T,@Fixed-wing,2T/L,Medium,D,III,,2,T,L
CL30,Fixed-wing,2J/S+,Medium,F,III,7,2,J,S+
CL35,Fixed-wing,2/J/S+,Medium,F,III,,2,/,J/S+
CL41*,Fixed-wing,1J/S,Light,F,III,,1,J,S
CL44,Fixed-wing,4T/L,Medium,D,III,,4,T,L
CL4G,Fixed-wing,4T/L,Medium,D,III,,4,T,L
CL60,Fixed-wing,2J/L,Medium,E,III,8,2,J,L
CL8,Fixed-wing,1P/S,Light,F,I,,1,P,S
CLA,Fixed-wing,1P/S,Light,F,I,,1,P,S
CLB1,Fixed-wing,1P/S,Light,F,I,,1,P,S
CLBR,Fixed-wing,1P/S,Light,F,I,,1,P,S
CLD2,Gyrocopter,1P/S,Light,F,I,,1,P,S
CLDS,Fixed-wing,1P/S,Light,F,I,,1,P,S
CLON,Gyrocopter,1P/S,Light,F,I,,1,P,S
CMA3,Fixed-wing,1P/S,Light,F,I,,1,P,S
CMAS,Fixed-wing,1P/S,Light,F,I,,1,P,S
CMD1,Gyrocopter,1P/S,Light,F,I,,1,P,S
CMDE,Gyrocopter,1P/S,Light,F,I,,1,P,S
CMDT,Gyrocopter,1P/S,Light,F,I,,1,P,S
CN12,Fixed-wing,1P/S,Light,F,I,,1,P,S
CN35,Fixed-wing,2T/S+,Medium,F,III,,2,T,S+
CNBR*,Fixed-wing,2J/L,Medium,E,III,,2,J,L
CNDR,Fixed-wing,2T/S,Light,F,II,,2,T,S
CNGP,Fixed-wing,1P/S,Light,F,I,,1,P,S
CNUK,Fixed-wing,1P/S,Light,F,I,,1,P,S
CO50,Fixed-wing,1P/S,Light,F,I,,1,P,S
COAR,Fixed-wing,1P/S,Light,F,I,,1,P,S
COBR,Fixed-wing,1P/S,Light,F,I,,1,P,S
COL3,Fixed-wing,1P/S,Light,F,I,1,1,P,S
COL4,Fixed-wing,1P/S,Light,F,I,1,1,P,S
COMU,Helicopter,1P/S,Light,F,I,,1,P,S
CONI,Fixed-wing,4P/L,Medium,D,III,9,4,P,L
COOT,@Fixed-wing,1P/S,Light,F,I,,1,P,S
CORO,Fixed-wing,1P/S,Light,F,I,,1,P,S
CORR,Fixed-wing,1P/S,Light,F,I,,1,P,S
CORS,Fixed-wing,1P/S+,Medium,F,I,,1,P,S+
CORV,Fixed-wing,2P/S,Light,F,II,,2,P,S
COUG,Fixed-wing,1P/S,Light,F,I,,1,P,S
COUR,Fixed-wing,1P/S,Light,F,I,1,1,P,S
COY2,Fixed-wing,1P/S,Light,F,I,,1,P,S
COZY,Fixed-wing,1P/S,Light,F,I,,1,P,S
CP10,Fixed-wing,1P/S,Light,F,I,4,1,P,S
CP13,Fixed-wing,1P/S,Light,F,I,,1,P,S
CP20,Fixed-wing,1P/S,Light,F,I,4,1,P,S
CP21,Fixed-wing,1P/S,Light,F,I,,1,P,S
CP22,Fixed-wing,1P/S,Light,F,I,,1,P,S
CP23,Fixed-wing,1P/S,Light,F,I,,1,P,S
CP30,Fixed-wing,1P/S,Light,F,I,,1,P,S
CP32,Fixed-wing,1P/S,Light,F,I,,1,P,S
CP60,Fixed-wing,1P/S,Light,F,I,,1,P,S
CP65,Fixed-wing,1P/S,Light,F,I,,1,P,S
CP75,Fixed-wing,1P/S,Light,F,I,,1,P,S
CP80,Fixed-wing,1P/S,Light,F,I,,1,P,S
CP90,Fixed-wing,1P/S,Light,F,I,,1,P,S
CPNA,Fixed-wing,1P/S,Light,F,I,,1,P,S
CPUP,Fixed-wing,1P/S,Light,F,I,,1,P,S
CR10,Fixed-wing,1P/S,Light,F,I,,1,P,S
CRA1,Fixed-wing,1P/S,Light,F,I,,1,P,S
CRAC,Fixed-wing,1P/S,Light,F,I,,1,P,S
CRER,Fixed-wing,1P/S,Light,F,I,,1,P,S
CRES,Fixed-wing,1T/S,Light,F,I,,1,T,S
CRIO,@Fixed-wing,1P/S,Light,F,I,,1,P,S
CRJ1,Fixed-wing,2J/L,Medium,E,III,7,2,J,L
CRJ2,Fixed-wing,2J/L,Medium,E,III,7,2,J,L
CRJ7,Fixed-wing,2J/L,Medium,E,III,7,2,J,L
CRJ9,Fixed-wing,2J/L,Medium,E,III,8,2,J,L
CRJX,Fixed-wing,2J/L,Medium,E,III,,2,J,L
CRUZ,Fixed-wing,1P/S,Light,F,I,,1,P,S
CT4,Fixed-wing,1P/S,Light,F,I,,1,P,S
CTAH,Fixed-wing,1P/S,Light,F,I,,1,P,S
CTLN,@Fixed-wing,1P/S,Light,F,I,,1,P,S
CUB2,Fixed-wing,1P/S,Light,F,I,,1,P,S
CUCA,Fixed-wing,1P/S,Light,F,I,,1,P,S
CULP,Fixed-wing,1P/S,Light,F,I,,1,P,S
CULV,Fixed-wing,1P/S,Light,F,I,,1,P,S
CULX,Fixed-wing,2P/S,Light,F,II,,2,P,S
CVLP,Fixed-wing,2P/L,Medium,D,III,7,2,P,L
CVLT,Fixed-wing,2T/L,Medium,D,III,7,2,T,L
CX5,Fixed-wing,1P/S,Light,F,I,,1,P,S
CYCL,Fixed-wing,1P/S,Light,F,I,,1,P,S
CYGT,Fixed-wing,1P/S,Light,F,I,,1,P,S
D1,Fixed-wing,2P/S,Light,F,II,,2,P,S
D11,Fixed-wing,1P/S,Light,F,I,,1,P,S
D139,Fixed-wing,1P/S,Light,F,I,,1,P,S
D140,Fixed-wing,1P/S,Light,F,I,,1,P,S
D150,Fixed-wing,1P/S,Light,F,I,,1,P,S
D18,Fixed-wing,1P/S,Light,F,I,,1,P,S
D201,Fixed-wing,1P/S,Light,F,I,,1,P,S
D228,Fixed-wing,2T/S+,Light,F,III,2,2,T,S+
D25,Fixed-wing,1P/S,Light,F,I,,1,P,S
D250,Fixed-wing,1P/S,Light,F,I,,1,P,S
D253,Fixed-wing,1P/S,Light,F,I,,1,P,S
D28D,Fixed-wing,2P/S,Light,F,II,1,2,P,S
D28T,Fixed-wing,2T/S,Light,F,II,1,2,T,S
D31,Fixed-wing,1P/S,Light,F,I,,1,P,S
D328,Fixed-wing,2T/S+,Medium,F,III,7,2,T,S+
D39,Fixed-wing,1P/S,Light,F,I,,1,P,S
D4,Fixed-wing,1P/S,Light,F,I,,1,P,S
D5,Fixed-wing,1P/S,Light,F,I,,1,P,S
D5TU,Fixed-wing,1P/S,Light,F,I,,1,P,S
D6,Fixed-wing,1P/S,Light,F,I,,1,P,S
D6CR,Fixed-wing,1P/S,Light,F,I,,1,P,S
D7,Fixed-wing,1P/S,Light,F,I,,1,P,S
D8,Fixed-wing,1P/S,Light,F,I,,1,P,S
DA2,Fixed-wing,1P/S,Light,F,I,,1,P,S
DA36,Fixed-wing,1E/S,Light,F,I,,1,E,S
DA40,Fixed-wing,1P/S,Light,F,I,,1,P,S
DA42,Fixed-wing,2P/S,Light,F,II,2,2,P,S
DA5,Fixed-wing,1P/S,Light,F,I,,1,P,S
DA50,Fixed-wing,1P/S,Light,F,I,,1,P,S
DA62,Fixed-wing,2P/S,Light,F,II,,2,P,S
DAHU,Fixed-wing,1P/S,Light,F,I,,1,P,S
DAKH,Fixed-wing,1P/S,Light,F,I,,1,P,S
DAL1,Fixed-wing,1P/S,Light,F,I,,1,P,S
DAL4,Fixed-wing,1P/S,Light,F,I,,1,P,S
DAL5,Fixed-wing,1P/S,Light,F,I,,1,P,S
DART,Fixed-wing,1P/S,Light,F,I,,1,P,S
DC10,Fixed-wing,3J/H,Heavy,C,III,9,3,J,H
DC2,Fixed-wing,2P/S+,Medium,F,III,,2,P,S+
DC3,Fixed-wing,2P/S+,Medium,F,III,,2,P,S+
DC3S,Fixed-wing,2P/S+,Medium,F,III,8,2,P,S+
DC3T,Fixed-wing,2T/S+,Medium,F,III,,2,T,S+
DC4,Fixed-wing,4P/L,Medium,D,III,7,4,P,L
DC6,Fixed-wing,4P/L,Medium,D,III,7,4,P,L
DC7,Fixed-wing,4P/L,Medium,D,III,8,4,P,L
DC85,Fixed-wing,4J/H,Heavy,C,III,9,4,J,H
DC86,Fixed-wing,4J/H,Heavy,C,III,,4,J,H
DC87,Fixed-wing,4J/H,Heavy,C,III,9,4,J,H
DC91,Fixed-wing,2J/L,Medium,E,III,8,2,J,L
DC92,Fixed-wing,2J/L,Medium,D,III,8,2,J,L
DC93,Fixed-wing,2J/L,Medium,D,III,8,2,J,L
DC94,Fixed-wing,2J/L,Medium,D,III,8,2,J,L
DC95,Fixed-wing,2J/L,Medium,D,III,8,2,J,L
DEAG,Gyrocopter,1P/S,Light,F,I,,1,P,S
DEFI,Fixed-wing,2P/S,Light,F,II,,2,P,S
DELF,Fixed-wing,1P/S,Light,F,I,,1,P,S
DFL6,Fixed-wing,1P/S,Light,F,I,,1,P,S
DFLY,Fixed-wing,1P/S,Light,F,I,,1,P,S
DG15,Fixed-wing,1P/S,Light,F,I,,1,P,S
DG1T,Fixed-wing,1P/S,Light,F,I,,1,P,S
DG40,Fixed-wing,1P/S,Light,F,I,,1,P,S
DG50,Fixed-wing,1P/S,Light,F,I,,1,P,S
DG60,Fixed-wing,1P/S,Light,F,I,,1,P,S
DG80,Fixed-wing,1P/S,Light,F,I,,1,P,S
DH2T,Fixed-wing,1T/S,Light,F,I,2,1,T,S
DH3T,Fixed-wing,1T/S,Light,F,I,,1,T,S
DH60,Fixed-wing,1P/S,Light,F,I,,1,P,S
DH80,Fixed-wing,1P/S,Light,F,I,,1,P,S
DH82,Fixed-wing,1P/S,Light,F,I,,1,P,S
DH83,Fixed-wing,1P/S,Light,F,I,,1,P,S
DH85,Fixed-wing,1P/S,Light,F,I,,1,P,S
DH87,Fixed-wing,1P/S,Light,F,I,,1,P,S
DH88,Fixed-wing,2P/S,Light,F,II,,2,P,S
DH89,Fixed-wing,2P/S,Light,F,II,,2,P,S
DH8A,Fixed-wing,2T/L,Medium,E,III,4,2,T,L
DH8B,Fixed-wing,2T/L,Medium,E,III,4,2,T,L
DH8C,Fixed-wing,2T/L,Medium,E,III,5,2,T,L
DH8D,Fixed-wing,2T/L,Medium,D,III,6,2,T,L
DH90,Fixed-wing,2P/S,Light,F,II,,2,P,S
DH94,Fixed-wing,1P/S,Light,F,I,,1,P,S
DHA3,Fixed-wing,3P/S,Light,F,III,,3,P,S
DHC1,Fixed-wing,1P/S,Light,F,I,1,1,P,S
DHC2,Fixed-wing,1P/S,Light,F,I,2,1,P,S
DHC3,Fixed-wing,1P/S,Light,F,I,1,1,P,S
DHC4,Fixed-wing,2P/S+,Medium,F,III,5,2,P,S+
DHC5,Fixed-wing,2T/L,Medium,D,III,1,2,T,L
DHC6,Fixed-wing,2T/S,Light,F,II,4,2,T,S
DHC7,Fixed-wing,4T/L,Medium,D,III,2,4,T,L
DIES,Fixed-wing,1P/S,Light,F,I,,1,P,S
DIJ3,Fixed-wing,1P/S,Light,F,I,,1,P,S
DIJ4,@Fixed-wing,1P/S,Light,F,I,,1,P,S
DIMO,Fixed-wing,1P/S,Light,F,I,,1,P,S
DINO,Fixed-wing,1P/S,Light,F,I,,1,P,S
DIPR,@Fixed-wing,1P/S,Light,F,I,,1,P,S
DISC,Fixed-wing,1P/S,Light,F,I,,1,P,S
DJET,Fixed-wing,1J/S,Light,F,III,,1,J,S
DJIN,Helicopter,1T/S,Light,F,I,,1,T,S
DLH2,Fixed-wing,1E/S,Light,F,I,,1,E,S
DLTA,Fixed-wing,1P/S,Light,F,I,,1,P,S
DNGO,@Fixed-wing,1T/S,Light,F,I,,1,T,S
DO27,Fixed-wing,1P/S,Light,F,I,1,1,P,S
DO28,Fixed-wing,2P/S,Light,F,II,,2,P,S
DOCX,Fixed-wing,1P/S,Light,F,I,,1,P,S
DON,Fixed-wing,1P/S,Light,F,I,,1,P,S
DOVE,Fixed-wing,2P/S,Light,F,II,4,2,P,S
DR1,Fixed-wing,1P/S,Light,F,I,,1,P,S
DR10,Fixed-wing,1P/S,Light,F,I,,1,P,S
DR22,Fixed-wing,1P/S,Light,F,I,,1,P,S
DR30,Fixed-wing,1P/S,Light,F,I,,1,P,S
DR40,Fixed-wing,1P/S,Light,F,I,,1,P,S
DRAG,Helicopter,1P/S,Light,F,I,,1,P,S
DRIF,Fixed-wing,1P/S,Light,F,I,,1,P,S
DRTG,Fixed-wing,1P/S,Light,F,I,,1,P,S
DSA1,Fixed-wing,1P/S,Light,F,I,,1,P,S
DSK,Fixed-wing,1P/S,Light,F,I,,1,P,S
DSLK,Fixed-wing,1P/S,Light,F,I,,1,P,S
DUB2,Fixed-wing,1P/S,Light,F,I,,1,P,S
DUCE,Fixed-wing,1P/S,Light,F,I,,1,P,S
DUOD,Fixed-wing,1P/S,Light,F,I,,1,P,S
DUR5,Fixed-wing,1P/S,Light,F,I,,1,P,S
DV1,Fixed-wing,1P/S,Light,F,I,,1,P,S
DV2,Fixed-wing,1P/S,Light,F,I,,1,P,S
DV20,Fixed-wing,1P/S,Light,F,I,2,1,P,S
DW1,Fixed-wing,1P/S,Light,F,I,,1,P,S
DWD2,Fixed-wing,1P/S,Light,F,I,,1,P,S
DYH2,Helicopter,1P/S,Light,F,I,,1,P,S
E110,Fixed-wing,2T/S+,Light,F,III,7,2,T,S+
E120,Fixed-wing,2T/S+,Medium,F,III,7,2,T,S+
E121,Fixed-wing,2T/S,Light,F,II,,2,T,S
E135,Fixed-wing,2J/L,Medium,E,III,7,2,J,L
E145,Fixed-wing,2J/L,Medium,E,III,7,2,J,L
E170,Fixed-wing,2J/L,Medium,E,III,7,2,J,L
E190,Fixed-wing,2J/L,Medium,D,III,7,2,J,L
E2,Fixed-wing,2T/L,Medium,E,III,,2,T,L
E200,Fixed-wing,1P/S,Light,F,I,,1,P,S
E230,Fixed-wing,1P/S,Light,F,I,,1,P,S
E2CB,Fixed-wing,1P/S,Light,F,I,,1,P,S
E300,Fixed-wing,1P/S,Light,F,I,,1,P,S
E314,Fixed-wing,1T/S,Light,F,I,,1,T,S
E350,Fixed-wing,1T/S,Light,F,I,,1,T,S
E35L,Fixed-wing,2J/L,Medium,E,III,7,2,J,L
E3CF,Fixed-wing,4J/H,Heavy,C,III,,4,J,H
E3TF,Fixed-wing,4J/H,Heavy,C,III,,4,J,H
E400,Fixed-wing,1P/S,Light,F,I,,1,P,S
E45X,Fixed-wing,2J/L,Medium,E,III,7,2,J,L
E500,Fixed-wing,1T/S,Light,F,I,,1,T,S
E50P,Fixed-wing,2J/S,Light,F,III,7,2,J,S
E545,Fixed-wing,2J/S+,Medium,F,III,,2,J,S+
E550,Fixed-wing,2J/S+,Medium,F,III,,2,J,S+
E55P,Fixed-wing,2J/S+,Medium,F,III,6,2,J,S+
E6,Fixed-wing,4J/H,Heavy,C,III,,4,J,H
E737,Fixed-wing,2J/L,Medium,D,III,,2,J,L
E75L,Fixed-wing,2J/L,Medium,E,III,7,2,J,L
E75S,Fixed-wing,2J/L,Medium,E,III,7,2,J,L
E767,Fixed-wing,2J/H,Heavy,C,III,,2,J,H
E7BH,Fixed-wing,1P/S,Light,F,I,,1,P,S
EA40,Fixed-wing,1J/S,Light,F,III,,1,J,S
EA50,Fixed-wing,2J/S,Light,F,III,4,2,J,S
EAEA,Fixed-wing,1P/S,Light,F,I,,1,P,S
EAGL,Fixed-wing,1P/S,Light,F,I,,1,P,S
EAGT,Fixed-wing,1P/S,Light,F,I,,1,P,S
EAGX,Fixed-wing,1P/S,Light,F,I,,1,P,S
EC20,Helicopter,1T/S,Light,F,I,,1,T,S
EC25,Helicopter,2T/S+,Medium,F,I,,2,T,S+
EC30,Helicopter,1T/S,Light,F,I,,1,T,S
EC35,Helicopter,2T/S,Light,F,I,,2,T,S
EC45,Helicopter,2T/S,Light,F,I,,2,T,S
EC55,Helicopter,2T/S,Light,F,I,,2,T,S
EC6,Fixed-wing,1P/S,Light,F,I,,1,P,S
EC75,Helicopter,2T/S+,Light,F,I,,2,T,S+
ECHO,Fixed-wing,1P/S,Light,F,I,,1,P,S
EDGE,Fixed-wing,1P/S,Light,F,I,,1,P,S
EDGT,Fixed-wing,1P/S,Light,F,I,,1,P,S
EFOX,Fixed-wing,1P/S,Light,F,I,,1,P,S
EGL3,Helicopter,1T/S,Light,F,I,,1,T,S
EGRT,Fixed-wing,1T/S,Light,F,I,,1,T,S
EH10,Helicopter,3T/S+,Medium,F,I,,3,T,S+
EL20,Fixed-wing,1P/S,Light,F,I,,1,P,S
ELA7,Gyrocopter,1P/S,Light,F,I,,1,P,S
ELF,Fixed-wing,1P/S,Light,F,I,,1,P,S
ELIT,Fixed-wing,2J/S,Light,F,III,,2,J,S
ELPS,Fixed-wing,1P/S,Light,F,I,,1,P,S
ELST,Fixed-wing,1P/S,Light,F,I,,1,P,S
ELTO,Helicopter,1P/S,Light,F,I,,1,P,S
ELTR,Fixed-wing,1P/S,Light,F,I,,1,P,S
EM10,Fixed-wing,1J/S,Light,F,III,,1,J,S
EM11,Fixed-wing,2P/S,Light,F,II,,2,P,S
EN28,Helicopter,1P/S,Light,F,I,,1,P,S
EN48,Helicopter,1T/S,Light,F,I,,1,T,S
EP9,Fixed-wing,1P/S,Light,F,I,,1,P,S
EPER,Fixed-wing,1P/S,Light,F,I,,1,P,S
EPIC,Fixed-wing,1T/S,Light,F,I,,1,T,S
EPX1,Fixed-wing,1P/S,Light,F,I,,1,P,S
ERAC,Fixed-wing,1P/S,Light,F,I,,1,P,S
ERCO,Fixed-wing,1P/S,Light,F,I,2,1,P,S
ES11,Helicopter,1T/S,Light,F,I,,1,T,S
ES13,Fixed-wing,1P/S,Light,F,I,,1,P,S
ESCA,Fixed-wing,1T/S,Light,F,I,,1,T,S
ESCP,Fixed-wing,1P/S,Light,F,I,,1,P,S
ESQL,Fixed-wing,1P/S,Light,F,I,,1,P,S
ETAR*,Fixed-wing,1J/S+,Medium,F,III,,1,J,S+
EUFI*,Fixed-wing,2J/L,Medium,E,III,,2,J,L
EUPA,Fixed-wing,1P/S,Light,F,I,,1,P,S
EURT,Fixed-wing,1P/S,Light,F,I,,1,P,S
EV55,Fixed-wing,2P/S,Light,F,II,,2,P,S
EV97,Fixed-wing,1P/S,Light,F,I,,1,P,S
EVAN,Fixed-wing,2P/S,Light,F,II,,2,P,S
EVIC,Fixed-wing,1J/S,Light,F,III,,1,J,S
EVOP,Fixed-wing,1P/S,Light,F,I,,1,P,S
EVOT,Fixed-wing,1T/S,Light,F,I,,1,T,S
EVSS,Fixed-wing,1P/S,Light,F,I,,1,P,S
EX5T,Fixed-wing,1T/S,Light,F,I,,1,T,S
EXEC,Helicopter,1P/S,Light,F,I,,1,P,S
EXEJ,Helicopter,1T/S,Light,F,I,,1,T,S
EXPL,Helicopter,2T/S,Light,F,I,,2,T,S
EXPR,Fixed-wing,1P/S,Light,F,I,,1,P,S
EZFL,Fixed-wing,1P/S,Light,F,I,,1,P,S
EZFT,Fixed-wing,2P/S,Light,F,II,,2,P,S
EZHV,Fixed-wing,1P/S,Light,F,I,,1,P,S
EZIK,Fixed-wing,1P/S,Light,F,I,,1,P,S
EZKC,Fixed-wing,1P/S,Light,F,I,,1,P,S
F1*,Fixed-wing,2J/S+,Medium,F,III,,2,J,S+
F100,Fixed-wing,2J/L,Medium,D,III,7,2,J,L
F104*,Fixed-wing,1J/S+,Medium,F,III,,1,J,S+
F106*,Fixed-wing,1J/S+,Medium,F,III,,1,J,S+
F111,Fixed-wing,2J/L,Medium,E,III,,2,J,L
F117*,Fixed-wing,2J/L,Medium,E,III,,2,J,L
F14*,Fixed-wing,2J/L,Medium,E,III,,2,J,L
F15*,Fixed-wing,2J/L,Medium,E,III,,2,J,L
F156,Fixed-wing,1P/S,Light,F,I,,1,P,S
F16*,Fixed-wing,1J/L,Medium,E,III,,1,J,L
F16X*,Fixed-wing,1J/L,Medium,E,III,,1,J,L
F18H*,Fixed-wing,2J/L,Medium,E,III,,2,J,L
F18S*,Fixed-wing,2J/L,Medium,E,III,,2,J,L
F1FV,Fixed-wing,1P/S,Light,F,I,,1,P,S
F2*,Fixed-wing,1J/L,Medium,E,III,,1,J,L
F22*,Fixed-wing,2J/L,Medium,E,III,,2,J,L
F260,Fixed-wing,1P/S,Light,F,I,,1,P,S
F26T,Fixed-wing,1T/S,Light,F,I,3,1,T,S
F27,Fixed-wing,2T/L,Medium,D,III,5,2,T,L
F28,Fixed-wing,2J/L,Medium,E,III,7,2,J,L
F2TH,Fixed-wing,2J/S+,Medium,F,III,8,2,J,S+
F30,Fixed-wing,1P/S,Light,F,I,,1,P,S
F35*,Fixed-wing,1J/L,Medium,E,III,,1,J,L
F3F,Fixed-wing,1P/S,Light,F,I,,1,P,S
F4*,Fixed-wing,2J/L,Medium,E,III,,2,J,L
F406,Fixed-wing,2T/S,Light,F,II,6,2,T,S
F41E,Fixed-wing,2P/S,Light,F,II,,2,P,S
F5*,Fixed-wing,2J/S+,Medium,F,III,,2,J,S+
F50,Fixed-wing,2T/L,Medium,D,III,3,2,T,L
F5SA*,Fixed-wing,2J/S+,Medium,F,III,,2,J,S+
F60,Fixed-wing,2T/L,Medium,D,III,,2,T,L
F600,Fixed-wing,2T/S,Light,F,II,4,2,T,S
F70,Fixed-wing,2J/L,Medium,D,III,,2,J,L
F8*,Fixed-wing,1J/S+,Medium,F,III,,1,J,S+
F86*,Fixed-wing,1J/L,Medium,E,III,,1,J,L
F8L,Fixed-wing,1P/S,Light,F,I,,1,P,S
